request_id,trip_time,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude
48,5.68333333333,-73.9634017944,40.7752914429,-73.9738464355,40.7643737793
49,8.45,-73.9658279419,40.8039207458,-73.9381332397,40.8047409058
50,14.1,-73.9853591919,40.7473106384,-73.9482727051,40.7815704346
51,10.6833333333,-73.9863815308,40.7557182312,-73.9710235596,40.788608551
52,40.0666666667,-73.8707962036,40.7737617493,-73.7830734253,40.7739715576
53,22.8666666667,-73.9860229492,40.7408866882,-73.9775238037,40.6717643738
54,10.1666666667,-73.9825439453,40.7623176575,-73.9783096313,40.7891731262
55,15.6,-73.8622283936,40.7651596069,-73.9398345947,40.8434829712
56,11.95,-73.9954681396,40.7171783447,-73.9768371582,40.7520904541
57,17.75,-74.0079193115,40.7404098511,-73.9727325439,40.7553215027
58,14.5,-73.9728622437,40.7653884888,-73.9961624146,40.7435302734
59,9.56666666667,-73.9914321899,40.7297286987,-73.9670715332,40.7576789856
60,9.68333333333,-73.9674682617,40.762840271,-73.9486465454,40.7706260681
61,23.25,-73.8723983765,40.7742538452,-73.9707641602,40.6799926758
62,14.3666666667,-73.9553604126,40.7180404663,-73.9221420288,40.700958252
63,22.2833333333,-73.7896957397,40.6466217041,-73.9757919312,40.7448959351
64,5.11666666667,-73.9104690552,40.7763328552,-73.890838623,40.7706451416
65,4.45,-73.9538116455,40.8065185547,-73.9457778931,40.8200531006
66,30.6,-73.789894104,40.6437644958,-73.9516372681,40.7595748901
67,13.5666666667,-73.9687271118,40.6877975464,-73.9779052734,40.6508827209
68,14.6,-73.9676589966,40.7628631592,-73.929359436,40.7670822144
69,15.45,-73.8385620117,40.7275924683,-73.9814147949,40.7340736389
70,17.7666666667,-73.9579544067,40.721824646,-73.9601135254,40.6563186646
71,9.85,-73.962310791,40.7702827454,-73.9877929688,40.7591056824
72,16.1666666667,-73.9403076172,40.8406257629,-73.9573440552,40.7752456665
73,19.8333333333,-73.8708953857,40.7736968994,-73.9437637329,40.8344268799
74,4.03333333333,-73.9541625977,40.77917099,-73.9643325806,40.7704582214
75,26.2166666667,-73.9799957275,40.7796287537,-73.9960784912,40.6911354065
76,3.93333333333,-73.9476623535,40.8302001953,-73.9447402954,40.8292007446
77,11.0166666667,-73.9776611328,40.761051178,-73.9873580933,40.7555580139
78,14.4666666667,-74.0102310181,40.7197685242,-73.986907959,40.7612190247
79,16.0333333333,-73.9856643677,40.7442131042,-73.9791107178,40.7868499756
80,18.25,-74.0024795532,40.7334785461,-73.9683609009,40.7997703552
81,11.75,-74.0116424561,40.7046012878,-73.9726791382,40.7435188293
82,11.65,-73.9041442871,40.8134841919,-73.9431533813,40.8212051392
83,16.4333333333,-73.8709564209,40.7737121582,-73.9550628662,40.80443573
84,34.1666666667,-73.9942474365,40.7029495239,-73.9660720825,40.8063545227
85,12.95,-73.9645233154,40.7671890259,-73.9899978638,40.7572898865
86,13.85,-73.9893264771,40.7474594116,-73.9530105591,40.7830581665
87,4.5,-73.9742889404,40.7566184998,-73.9782028198,40.7458953857
88,7.18333333333,-73.9616317749,40.7762680054,-73.9804458618,40.7700538635
89,5.15,-73.9818115234,40.7490196228,-73.9904785156,40.7328910828
90,34.5,-73.776802063,40.645160675,-73.8686065674,40.8246994019
91,27.05,-73.9819030762,40.674495697,-73.9299545288,40.6164474487
92,16.4166666667,-73.9853515625,40.7489433289,-74.0018997192,40.7295417786
93,6.55,-73.9660568237,40.7649993896,-73.9551086426,40.7652053833
94,11.5166666667,-73.942489624,40.7537727356,-73.9232025146,40.7434806824
95,2.31666666667,-73.9293441772,40.6792793274,-73.9256057739,40.6763076782
96,3.1,-73.9360198975,40.8498802185,-73.9384155273,40.8436775208
97,14.7166666667,-73.9943161011,40.6810951233,-73.9690170288,40.6389503479
98,5.41666666667,-73.952255249,40.7898521423,-73.9452438354,40.7869987488
99,16.5666666667,-73.9977035522,40.6747207642,-73.9557723999,40.6886291504
100,19.3666666667,-73.8707580566,40.77368927,-73.9527740479,40.823425293
101,6.26666666667,-73.9075164795,40.7535629272,-73.8965072632,40.736946106
102,11.5666666667,-73.9918136597,40.6847114563,-73.9511795044,40.6637802124
103,15.1666666667,-73.9902496338,40.7189254761,-73.9910736084,40.7501335144
104,29.15,-73.7901535034,40.6465759277,-74.0162200928,40.7049064636
105,24.6,-73.7898406982,40.6466560364,-73.9742279053,40.7529411316
106,17.6333333333,-74.0070953369,40.7416763306,-73.9379653931,40.851650238
107,3.18333333333,-73.8698883057,40.7336120605,-73.8815689087,40.7239532471
108,10.8,-73.9768066406,40.6772384644,-73.9967651367,40.6851730347
109,11.05,-73.9975662231,40.7213363647,-74.0086898804,40.7388191223
110,10.9166666667,-73.9844512939,40.7504119873,-73.9842834473,40.7672920227
111,14.7333333333,-74.0040130615,40.7421798706,-73.9690093994,40.7504386902
112,10.2,-73.971786499,40.7591590881,-73.9985427856,40.7607383728
113,21.6833333333,-73.9398193359,40.7505493164,-73.9529876709,40.7185211182
114,11.8166666667,-73.9744644165,40.7934570312,-73.9789428711,40.7611961365
115,5.85,-73.9800796509,40.7603302002,-73.9652099609,40.7589988708
116,9.56666666667,-73.9730682373,40.7593803406,-73.9945373535,40.7520599365
117,10.5833333333,-74.0028686523,40.7338218689,-73.9910430908,40.7556762695
118,19.1833333333,-73.9831542969,40.6885986328,-73.9335861206,40.6722068787
119,11.8,-73.8626785278,40.7688102722,-73.8659896851,40.7351112366
120,1.51666666667,-73.9694824219,40.7535591125,-73.9750289917,40.7460594177
121,9.6,-73.9848937988,40.7606010437,-73.9824676514,40.779914856
122,11.6,-73.9920043945,40.754940033,-73.9901275635,40.7319068909
123,5.56666666667,-73.9781265259,40.7834091187,-73.9612426758,40.8014793396
124,7.68333333333,-73.9899520874,40.760761261,-73.9888534546,40.7718505859
125,4.8,-73.9685211182,40.7591781616,-73.9537734985,40.7707710266
126,17.1666666667,-73.9538040161,40.7709465027,-73.953453064,40.8220977783
127,8.4,-73.9831008911,40.7748565674,-73.9529724121,40.78698349
128,6.23333333333,-74.0026855469,40.7287254333,-73.988494873,40.7487411499
129,8.45,-73.9982910156,40.7455863953,-73.9840927124,40.7651138306
130,18.2333333333,-73.9729003906,40.7616195679,-73.881362915,40.8298187256
131,12.05,-73.9519577026,40.7693557739,-73.9907226562,40.7512626648
132,9.96666666667,-74.0070953369,40.7437934875,-73.9956130981,40.7250556946
133,6.26666666667,-73.9702301025,40.7599601746,-73.9905014038,40.7350196838
134,3.61666666667,-73.9582214355,40.7727508545,-73.9437026978,40.789440155
135,4.28333333333,-73.9778823853,40.7869110107,-73.9612197876,40.7968101501
136,25.35,-73.9476852417,40.7481613159,-74.0040740967,40.7405090332
137,19.1333333333,-73.9504776001,40.7858085632,-73.8499603271,40.8363189697
138,15.4333333333,-73.9969406128,40.7475738525,-73.9513778687,40.779460907
139,6.16666666667,-73.972442627,40.7653083801,-73.9622116089,40.763999939
140,10.0833333333,-73.9940185547,40.7513923645,-73.9705429077,40.7507019043
141,6.13333333333,-74.0093231201,40.7186508179,-74.0083770752,40.7080192566
142,13.5,-73.9509353638,40.6634674072,-73.9269332886,40.6290206909
143,24.1166666667,-73.9886932373,40.7310791016,-73.9380187988,40.7500190735
144,4.96666666667,-73.844581604,40.7214660645,-73.8541259766,40.7109451294
145,16.95,-73.963432312,40.7101821899,-73.9295120239,40.6901397705
146,3.15,-73.9339599609,40.8030662537,-73.9407272339,40.8091888428
147,5.58333333333,-74.0003585815,40.7325401306,-74.013343811,40.7174911499
148,7.06666666667,-73.9769210815,40.7647628784,-73.9830856323,40.7497711182
149,13.1166666667,-73.9831619263,40.7628936768,-73.9795379639,40.7330131531
150,1.96666666667,-73.9036178589,40.74559021,-73.8986587524,40.7496910095
151,12.4166666667,-74.0041732788,40.7380638123,-74.0171966553,40.7112846375
152,19.6666666667,-74.0055770874,40.7407226562,-73.9618148804,40.7137908936
153,10.05,-73.9632263184,40.7777137756,-73.9691314697,40.7533226013
154,3.51666666667,-73.9505004883,40.7865104675,-73.9588012695,40.7682914734
155,14.4166666667,-73.9132614136,40.7437095642,-73.9647979736,40.760055542
156,30.5,-73.7901992798,40.6467704773,-73.9664840698,40.7892723083
157,4.78333333333,-73.9432601929,40.8364715576,-73.9537124634,40.8221282959
158,4.86666666667,-73.9810943604,40.7816925049,-73.9918289185,40.7638587952
159,8.63333333333,-73.9524536133,40.7756538391,-73.9760742188,40.7325668335
160,7.78333333333,-73.9545669556,40.7738761902,-73.9823303223,40.7625083923
161,24.4,-73.9952850342,40.7494621277,-73.9610900879,40.7172203064
162,17.0,-73.7826004028,40.6444511414,-73.8510055542,40.6786384583
163,15.45,-74.00025177,40.7238883972,-73.9766998291,40.7652015686
164,9.16666666667,-73.9560470581,40.7785720825,-73.9846954346,40.7683181763
165,3.45,-73.9638748169,40.8029327393,-73.9752120972,40.7868003845
166,12.85,-73.9576568604,40.6716270447,-73.9033432007,40.663433075
167,4.91666666667,-73.9523086548,40.7898597717,-73.9403457642,40.7897605896
168,22.2833333333,-73.9865341187,40.7616577148,-73.9282150269,40.7557182312
169,9.36666666667,-73.9795150757,40.746421814,-73.9997406006,40.7615585327
170,22.8666666667,-73.873046875,40.7741699219,-73.9501419067,40.824508667
171,11.75,-74.0099487305,40.7207565308,-73.9891662598,40.7405471802
172,23.7,-74.0076293945,40.7408905029,-73.9678878784,40.7526817322
173,3.16666666667,-73.9886779785,40.7225761414,-73.9807739258,40.7306251526
174,6.58333333333,-73.9952926636,40.7335624695,-73.9852218628,40.7460441589
175,25.0166666667,-74.0074234009,40.7483596802,-73.9832382202,40.672958374
176,8.45,-73.9780273438,40.7665290833,-73.9513626099,40.7760505676
177,5.38333333333,-73.9999771118,40.7485237122,-73.9906921387,40.7560882568
178,12.2666666667,-73.9833526611,40.7390289307,-73.9564971924,40.733581543
179,16.9,-73.9816131592,40.7736701965,-73.9967803955,40.7152290344
180,11.3333333333,-74.0133056641,40.7175559998,-73.9823303223,40.7235641479
181,11.55,-74.0044403076,40.7422485352,-73.9795837402,40.7466506958
182,5.7,-73.9456863403,40.7736167908,-73.9623336792,40.7781867981
183,19.5,-73.9823379517,40.7712745667,-74.0136413574,40.7023010254
184,6.53333333333,-73.9907684326,40.7283325195,-73.9844589233,40.744228363
185,22.8166666667,-74.0012207031,40.7318153381,-73.9754562378,40.6706962585
186,9.56666666667,-73.9853820801,40.7583198547,-73.9726715088,40.7559585571
187,11.65,-73.9864273071,40.7418251038,-73.9832229614,40.7670631409
188,16.3,-74.0143356323,40.7143821716,-73.9889526367,40.7742462158
189,18.8,-73.9871292114,40.7581481934,-73.9613876343,40.7604598999
190,10.8,-74.0079879761,40.7398414612,-73.9816360474,40.7372093201
191,18.05,-73.8731384277,40.7741317749,-73.9726486206,40.7563591003
192,21.7166666667,-73.8627471924,40.7688331604,-73.9866104126,40.7503166199
193,7.71666666667,-73.9948883057,40.7195358276,-73.9790496826,40.7219238281
194,9.01666666667,-73.9739990234,40.6797142029,-73.9808731079,40.6678009033
195,7.0,-73.9717636108,40.7577514648,-73.9926986694,40.7518310547
196,15.7,-73.9558792114,40.6527328491,-73.9599914551,40.7091140747
197,4.51666666667,-73.9392700195,40.8053703308,-73.9402236938,40.7914123535
198,4.71666666667,-73.9031295776,40.7459068298,-73.8968963623,40.7542533875
199,6.73333333333,-73.9523086548,40.7897071838,-73.9459686279,40.7804336548
200,9.05,-73.987487793,40.7419509888,-73.9623565674,40.7739181519
201,2.51666666667,-74.0044250488,40.7439537048,-74.005355835,40.7401618958
202,8.61666666667,-73.9869537354,40.7365493774,-74.0036773682,40.7209014893
203,16.7666666667,-73.9987106323,40.7348594666,-73.9466934204,40.7840309143
204,4.16666666667,-73.9500656128,40.8021507263,-73.9417572021,40.798160553
205,8.88333333333,-73.9849243164,40.7478637695,-73.9879302979,40.7596664429
206,13.4166666667,-73.9804153442,40.7662162781,-73.9465789795,40.8057022095
207,12.5833333333,-73.9387664795,40.8055534363,-73.9570617676,40.7666015625
208,14.75,-73.9556732178,40.6810264587,-73.9618377686,40.6403236389
209,15.0333333333,-73.873664856,40.7739105225,-73.9756088257,40.7515525818
210,33.2,-73.9900894165,40.7700538635,-73.9408721924,40.6827659607
211,2.56666666667,-73.9508895874,40.7790374756,-73.9598236084,40.778793335
212,4.78333333333,-73.995552063,40.717048645,-73.9909744263,40.7172851562
213,6.96666666667,-74.0012283325,40.7277755737,-74.0055389404,40.7401390076
214,4.31666666667,-73.9634933472,40.7575416565,-73.9601287842,40.7733459473
215,4.71666666667,-73.9834365845,40.7442131042,-73.9741210938,40.7533721924
216,13.25,-74.0080337524,40.7119140625,-73.9892959595,40.7411231995
217,27.2166666667,-73.9824447632,40.7655754089,-73.8917999268,40.7440376282
218,4.21666666667,-73.9815444946,40.758808136,-73.9835205078,40.7500762939
219,4.78333333333,-73.9750518799,40.792678833,-73.9668884277,40.7956237793
220,25.2333333333,-73.8627929688,40.7692680359,-73.997467041,40.6821289062
221,5.81666666667,-73.9775695801,40.758140564,-73.9906387329,40.7509994507
222,17.1,-73.9899902344,40.7569084167,-73.9852523804,40.727596283
223,8.03333333333,-73.9932861328,40.7363014221,-73.9970703125,40.7213935852
224,8.4,-73.9834671021,40.6938362122,-73.9589920044,40.682964325
225,19.8,-73.8628158569,40.7688026428,-73.9587860107,40.6875267029
226,4.63333333333,-73.9134521484,40.7658462524,-73.9231719971,40.7538986206
227,7.8,-74.0041809082,40.7421226501,-73.9894485474,40.7587623596
228,15.9666666667,-73.8711166382,40.7738342285,-73.9793930054,40.7243309021
229,14.7333333333,-73.9669952393,40.6729850769,-74.0041351318,40.677986145
230,5.18333333333,-73.9916610718,40.7272109985,-73.9836349487,40.7260169983
231,10.15,-74.0061264038,40.723274231,-73.9914550781,40.748916626
232,16.35,-73.9652404785,40.7593193054,-74.0172653198,40.711315155
233,20.1333333333,-73.8628997803,40.7690887451,-73.9526290894,40.7773399353
234,7.43333333333,-73.9981307983,40.7408905029,-73.9874420166,40.7285499573
235,9.53333333333,-74.0052566528,40.7401733398,-73.9904708862,40.7610397339
236,5.91666666667,-73.9275283813,40.7702293396,-73.9108276367,40.7761917114
237,6.21666666667,-73.9991149902,40.744342804,-74.0016784668,40.733795166
238,2.38333333333,-73.9721298218,40.7866401672,-73.9810180664,40.7742614746
239,8.75,-74.0016937256,40.7510414124,-73.9710083008,40.7892799377
240,22.1666666667,-73.7768173218,40.6454811096,-73.8507080078,40.8312606812
241,6.93333333333,-74.0036010742,40.7518539429,-73.9881591797,40.7491722107
242,9.11666666667,-73.9790649414,40.7586593628,-73.9492034912,40.7871398926
243,14.4166666667,-73.9926681519,40.7455711365,-73.9599914551,40.7807693481
244,4.83333333333,-74.0045013428,40.7085380554,-73.9897460938,40.7144813538
245,19.1166666667,-73.9969177246,40.737323761,-73.934463501,40.8023109436
246,7.6,-73.9574432373,40.7181167603,-73.9571304321,40.7096748352
247,14.3833333333,-74.0007400513,40.7422676086,-73.9896316528,40.7263870239
248,2.06666666667,-73.967628479,40.8031730652,-73.9658813477,40.7950553894
249,11.1833333333,-74.0067062378,40.7437095642,-73.9934921265,40.7219009399
250,10.55,-74.0033569336,40.7240333557,-73.9841079712,40.7291984558
251,13.9,-74.0016708374,40.7259788513,-73.9483184814,40.706829071
252,11.7166666667,-73.9512863159,40.7785491943,-73.9756469727,40.7829208374
253,7.7,-74.0094833374,40.7381134033,-74.0073699951,40.7161331177
254,6.55,-73.9727859497,40.7621002197,-73.9847259521,40.7693786621
255,21.1333333333,-74.0062866211,40.7396507263,-73.9746704102,40.7574195862
256,7.23333333333,-73.9960021973,40.6820678711,-73.9877166748,40.6639709473
257,19.3666666667,-73.9278182983,40.6772499084,-73.9548110962,40.7057991028
258,8.7,-73.9542999268,40.8213882446,-73.939994812,40.8404159546
259,7.16666666667,-73.9888534546,40.7585105896,-73.9768676758,40.7877006531
260,21.3,-73.9970016479,40.7473373413,-73.948387146,40.7965354919
261,16.7666666667,-73.9739303589,40.7430915833,-73.9209365845,40.7564964294
262,12.0833333333,-73.9552230835,40.6819801331,-73.9623336792,40.6507797241
263,15.9833333333,-73.9846572876,40.7435340881,-73.9659500122,40.7922554016
264,4.05,-73.9725570679,40.762588501,-73.9559020996,40.7679443359
265,10.1166666667,-73.9588775635,40.7176208496,-73.9898605347,40.691204071
266,19.4333333333,-73.9907836914,40.7364311218,-73.9741973877,40.6862182617
267,13.9833333333,-73.989944458,40.757522583,-74.0064620972,40.7397117615
268,5.18333333333,-73.9860229492,40.7565002441,-73.9890594482,40.7484092712
269,8.13333333333,-73.9951553345,40.739944458,-73.993309021,40.7363204956
270,26.3166666667,-74.0047912598,40.7077102661,-73.9847717285,40.7684288025
271,12.7833333333,-74.0024795532,40.7501792908,-73.9572372437,40.8212394714
272,11.8166666667,-73.9779281616,40.7578010559,-73.994972229,40.734172821
273,32.55,-73.7899093628,40.6467514038,-73.9626312256,40.8016319275
274,10.6,-73.9583053589,40.713432312,-73.9310150146,40.7037506104
275,2.33333333333,-73.9910812378,40.7394447327,-73.9949569702,40.7450332642
276,29.3166666667,-73.7819747925,40.6447792053,-74.0118865967,40.5767974854
277,20.5333333333,-73.9677352905,40.8029403687,-73.9014205933,40.8569488525
278,9.08333333333,-73.9895553589,40.7303009033,-74.0082626343,40.7199630737
279,26.7166666667,-73.9877243042,40.7589607239,-73.9146194458,40.7569236755
280,8.7,-73.9865951538,40.7579689026,-73.9861297607,40.750164032
281,38.25,-73.8458862305,40.7547416687,-73.9853363037,40.7471885681
282,7.08333333333,-74.0042572021,40.7217903137,-73.9917449951,40.7223472595
283,8.78333333333,-74.0088424683,40.7187004089,-73.9855422974,40.7391204834
284,29.3833333333,-73.9889678955,40.7230110168,-73.8597183228,40.8399581909
285,12.5166666667,-73.8770828247,40.7718391418,-73.9406967163,40.8117408752
286,17.7,-74.0073394775,40.7056503296,-73.9553604126,40.6879310608
287,6.66666666667,-73.9377365112,40.679889679,-73.9650726318,40.6812591553
288,17.1333333333,-74.0018920898,40.7395896912,-73.9533309937,40.7795715332
289,10.2333333333,-73.9886245728,40.7454681396,-74.0094680786,40.7103538513
290,7.21666666667,-73.983505249,40.7441101074,-73.9797744751,40.76121521
291,7.01666666667,-73.9703903198,40.7590560913,-73.9846038818,40.7386856079
292,3.46666666667,-74.0029754639,40.7392272949,-73.994682312,40.7504768372
293,14.5333333333,-74.0012359619,40.7474632263,-73.9833908081,40.7268257141
294,18.95,-73.875213623,40.7738647461,-73.9787445068,40.6878013611
295,11.0166666667,-73.9511947632,40.7154846191,-73.9296875,40.700843811
296,9.38333333333,-74.0045394897,40.7419319153,-73.9868850708,40.7576789856
297,7.28333333333,-73.8709259033,40.7737541199,-73.899055481,40.7730865479
298,25.3,-73.8628387451,40.7691383362,-73.9527511597,40.6785087585
299,3.68333333333,-73.9513320923,40.6898460388,-73.94190979,40.6887435913
300,12.6333333333,-73.8731613159,40.7740783691,-73.7826080322,40.7881469727
301,10.7333333333,-73.9670028687,40.7935943604,-74.0025634766,40.7561340332
302,3.53333333333,-73.9820098877,40.7726898193,-73.983543396,40.7785606384
303,4.13333333333,-73.9178466797,40.7034988403,-73.9212875366,40.696269989
304,26.7166666667,-73.8627700806,40.7691688538,-74.0089874268,40.7264404297
305,14.4833333333,-74.0062408447,40.733417511,-73.9724960327,40.7562980652
306,4.55,-73.9465408325,40.7725944519,-73.9591293335,40.7700386047
307,10.8833333333,-73.9864807129,40.7416267395,-73.9930801392,40.763004303
308,6.03333333333,-73.9940109253,40.7511367798,-74.0034637451,40.7516746521
309,6.06666666667,-73.9796218872,40.7396583557,-73.9906997681,40.750629425
310,7.96666666667,-74.005859375,40.7351722717,-73.9953536987,40.721496582
311,4.08333333333,-73.9514923096,40.8104438782,-73.9501037598,40.8216819763
312,4.55,-73.9809265137,40.7620506287,-73.9843139648,40.7668495178
313,1.68333333333,-73.9490203857,40.7047386169,-73.9557647705,40.7077217102
314,18.0833333333,-73.9563598633,40.7714958191,-73.9217147827,40.7664604187
315,10.75,-73.9834671021,40.7608528137,-73.9898147583,40.7386741638
316,2.98333333333,-73.9563446045,40.7170982361,-73.964805603,40.7158546448
317,9.4,-74.0149993896,40.7148208618,-73.9846191406,40.7032814026
318,4.26666666667,-73.9685516357,40.7587394714,-73.9577484131,40.7759666443
319,9.6,-73.9808273315,40.7628135681,-73.9880981445,40.779510498
320,24.9333333333,-73.9846420288,40.7244758606,-73.9289627075,40.6856994629
321,11.1,-73.9841537476,40.7650146484,-73.967590332,40.7977981567
322,7.85,-73.8708114624,40.7737503052,-73.8777008057,40.7584724426
323,16.9833333333,-73.9191970825,40.7588500977,-73.86277771,40.7496681213
324,15.05,-73.7823104858,40.6446533203,-73.7843322754,40.7126274109
325,12.8166666667,-73.9847488403,40.754940033,-74.0156936646,40.7153892517
326,3.38333333333,-74.0030288696,40.7391242981,-73.9949111938,40.7501220703
327,13.7833333333,-73.9757156372,40.7603683472,-74.0022964478,40.7397613525
328,9.18333333333,-73.7822799683,40.6450653076,-73.7961807251,40.6677780151
329,2.36666666667,-74.0023956299,40.708820343,-73.998374939,40.71301651
330,21.3,-73.7820892334,40.6446342468,-73.9769592285,40.7434158325
331,14.7166666667,-73.9526290894,40.7231788635,-73.9692306519,40.6895866394
332,10.15,-73.9949035645,40.7401504517,-73.9817047119,40.7229232788
333,9.63333333333,-73.9864578247,40.7469482422,-74.0081787109,40.7412452698
334,32.6166666667,-73.782371521,40.6445846558,-73.9792785645,40.7769050598
335,13.4333333333,-73.956703186,40.7207450867,-73.983833313,40.6843338013
336,12.3,-73.980430603,40.7601661682,-73.9882125854,40.724105835
337,3.7,-73.9908065796,40.7556533813,-73.9962387085,40.753276825
338,6.08333333333,-73.9886398315,40.7376594543,-73.9886016846,40.7456817627
339,18.7166666667,-73.9945449829,40.7189903259,-73.9836502075,40.6611175537
340,17.3,-73.993057251,40.7457504272,-73.9516220093,40.77110672
341,18.85,-73.9897613525,40.7355728149,-73.961265564,40.8063964844
342,7.08333333333,-73.9968948364,40.7571411133,-73.9811477661,40.7652664185
343,85.65,-73.7827529907,40.6445388794,-73.7542495728,40.7244606018
344,23.9333333333,-73.7825622559,40.6445617676,-73.958984375,40.7436752319
345,5.61666666667,-73.9910964966,40.7335968018,-74.0048904419,40.7302322388
346,23.55,-73.9867172241,40.7666091919,-73.9972076416,40.6843986511
347,6.96666666667,-73.9237136841,40.7545166016,-73.9049758911,40.7452583313
348,3.13333333333,-73.9900054932,40.7294120789,-73.9910736084,40.7335662842
349,1.65,-73.9566345215,40.7169303894,-73.9606704712,40.7126045227
350,3.38333333333,-73.967338562,40.7928161621,-73.9616317749,40.802066803
351,1.65,-73.9967727661,40.7372398376,-73.9881820679,40.7362213135
352,17.0666666667,-73.9847869873,40.7244110107,-73.9940490723,40.681678772
353,5.21666666667,-73.9842529297,40.7492866516,-73.9762878418,40.7616195679
354,28.0833333333,-73.7826766968,40.6444282532,-73.9913101196,40.7501602173
355,15.0166666667,-73.9581451416,40.717376709,-73.968208313,40.6797485352
356,23.45,-73.983757019,40.730178833,-73.9502334595,40.6733398438
357,13.9,-73.9735031128,40.7643928528,-74.0008468628,40.7619857788
358,7.38333333333,-74.0045776367,40.734828949,-73.9956436157,40.7592658997
359,10.5833333333,-73.9935302734,40.7212371826,-74.0042419434,40.7424964905
360,8.81666666667,-73.9658126831,40.8003578186,-73.9553604126,40.8234863281
361,23.1333333333,-74.0099639893,40.720916748,-73.9323806763,40.6920928955
362,18.8333333333,-73.9447402954,40.7055778503,-73.9602355957,40.6602554321
363,16.1666666667,-73.9729232788,40.7600402832,-73.9926757812,40.7241821289
364,13.5166666667,-73.9523544312,40.789730072,-73.9425125122,40.8379631042
365,6.68333333333,-73.9991455078,40.727596283,-73.9859161377,40.7226905823
366,17.9333333333,-73.9881973267,40.7187690735,-73.9995574951,40.7612342834
367,7.78333333333,-73.9797439575,40.7553596497,-73.9937210083,40.7455673218
368,15.7333333333,-73.9806594849,40.7622718811,-73.9218215942,40.7463264465
